"Self Certification Test Report"
"Service\Protocol Name","Total","Failed","Passed"
"BootServicesTest\EventTimerandPriorityServicesTest","34","0","34"
"BootServicesTest\MemoryAllocationServicesTest","138","0","138"
"BootServicesTest\ProtocolHandlerServicesTest","1216","6","1210"
"BootServicesTest\ImageServicesTest","123","2","121"
"BootServicesTest\MiscBootServicesTest","132","3","129"
"RuntimeServicesTest\VariableServicesTest","59","8","51"
"RuntimeServicesTest\TimeServicesTest","46","4","42"
"RuntimeServicesTest\MiscRuntimeServicesTest","12","4","8"
"LoadedImageProtocolTest","1492","0","1492"
"DevicePathProcotols\DevicePathProcotolTest","12","0","12"
"DevicePathProcotols\DevicePathUtilitiesProcotolTest","21","0","21"
"DevicePathProcotols\DevicePathToTextProcotolTest","55","36","19"
"NetworkSupportTest\SimpleNetworkProtocolTest","28","1","27"
"StringServiceTest\UnicodeCollation2ProtocolTest","12","0","12"
"ConsoleSupportTest\SimpleTextInputExProtocolTest","10","0","10"
"ConsoleSupportTest\SimpleInputProtocolTest","4","0","4"
"ConsoleSupportTest\SimpleOutputProtocolTest","66","0","66"
"GenericTest\EFICompliantTest","35","27","8"
"MediaAccessTest\SimpleFileSystemProtocolTest","147","35","112"
"MediaAccessTest\BlockIOProtocolTest","16","0","16"
"HIITest\HIIDatabaseProtocolTest","22","4","18"
"SecureTechTest\RNGProtocolTest","10","0","10"
"Total service\Protocol","3690","130","3560"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID","Device Path","Logfile Name"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.54","0","0","946A0349-1233-452E-A010-A319FE024CB4","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() installs multiple protocols on existed handle at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10036:Status - Success, AllHandles - 0x5C, TPL - 16","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.57","0","0","48783E17-8143-4AF9-A228-96553700E253","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() installs multiple protocols on existed handle at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10077:Status - Success, ProtocolIndex - 0x0, TPL - 16","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.60","0","0","F45687B9-EC94-4CC1-98B6-39C78A0E8FEE","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() installs multiple protocols on existed handle at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10119:Status - Success, TPL - 16","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.61","0","0","CD6FF9E0-C307-4B0F-8BB1-DB3C4A070EC9","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() returns EFI_ALREADY_STARTED with same device path at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10337:Status - Already started, TPL - 4","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.64","0","0","571C7046-58F0-45A8-868D-F116D702E754","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() installs same device path at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10375:Status - Success, AllHandles - 0x5C, TPL - 4","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.67","0","0","CCF096ED-327C-44F7-B2F1-8DE48D21FC54","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() installs same device path at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10431:Status - Success, TPL - 4","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.62","0","0","D6A218F1-DA1C-4030-BCDF-1BDC1F9FD592","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() returns EFI_ALREADY_STARTED with same device path at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10337:Status - Already started, TPL - 8","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.65","0","0","BABBEF02-5645-4284-B718-18BEAA5152BF","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() installs same device path at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10375:Status - Success, AllHandles - 0x5C, TPL - 8","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.68","0","0","386FCC7F-F776-4284-9060-1696A44E3773","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() installs same device path at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10431:Status - Success, TPL - 8","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.63","0","0","E310AE92-F894-4FDD-BED4-BF1B700F4CAD","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() returns EFI_ALREADY_STARTED with same device path at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10337:Status - Already started, TPL - 16","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.66","0","0","093B4B63-CBAD-425A-B0C5-E6C1274ABA06","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() installs same device path at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10375:Status - Success, AllHandles - 0x5C, TPL - 16","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.69","0","0","8BB68AFB-4656-4BCE-8067-6070DA890413","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() installs same device path at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10431:Status - Success, TPL - 16","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.70","0","0","42662A65-4966-4D14-9053-C97D570ECC3A","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() notifies the register function at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10622:Status1 - Success, Status2 - Success","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.73","0","0","E25FACBD-D42F-44F4-8AA6-2D1794340361","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() notifies the register function at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10655:Status - Success, TPL - TPL_APPLICATION","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.76","0","0","A1479F29-960B-493C-B9D3-FC07459066CD","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() notifies the register function at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10680:EventIndex - 0, NotifiedTimes - 1","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.71","0","0","288F4C75-C1DC-438D-92E3-13F402FFFE24","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() notifies the register function at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10855:Status1 - Success, Status2 - Success","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.74","0","0","F40536B7-0B97-477D-9186-4064016095A4","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() notifies the register function at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10928:Status - Success, TPL - TPL_CALLBACK","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.16.77","0","0","BE2A26F3-AA13-43D9-848D-0C09FD7FFE1B","PASS","BS.InstallMultipleProtocolInterfaces - InstallMultipleProtocolInterfaces() notifies the register function at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:10940:EventIndex - 0, NotifiedTimes - 1","0x00010002","717259A7-658C-4616-B52C-6C8F661EA726"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.1","0","0","D9FEDAFF-C22B-47B7-86B7-270A50068622","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_INVALID_PARAMETER with invalid interface type.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:133:Status - Invalid Parameter","0x00010002","6DF68724-5D03-4555-9FDC-AB4CE42B4509"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.2","0","0","016BA242-367D-4A8D-8F07-517E345C6B83","PASS","BS.InstallProtocolInterface - InstallProtolInterface() returns EFI_INVALID_PARAMETER with invalid handle.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:163:Status - Invalid Parameter","0x00010002","6DF68724-5D03-4555-9FDC-AB4CE42B4509"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.3","0","0","F3B82A36-9DC7-4754-B425-A9DAFF0694D8","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_INVALID_PARAMETER with same protocol multiple times.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:206:Status - Invalid Parameter","0x00010002","6DF68724-5D03-4555-9FDC-AB4CE42B4509"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.4","0","0","E19B4A73-7652-4BF4-9611-16E346E18397","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_INVALID_PARAMETER with Protocol is NULL.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:245:Status - Invalid Parameter","0x00010002","6DF68724-5D03-4555-9FDC-AB4CE42B4509"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.5","0","0","B546A05C-1CB5-4C4F-9E4D-61308A4C0CC5","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with new handle at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:118:Status - Success, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.8","0","0","3E0C0947-29F8-4097-823F-E62A2745E090","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:144:Handle - 0x7EF8C200, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.11","0","0","FFD329D5-37BC-44D0-8374-A75EA679FB2A","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:177:Status - Success, HandleBuffer[0] - 0x7EF8C200, Handle - 0x7EF8C200, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.14","0","0","2327CAF0-A5B4-4234-9D8D-8438CEA486B3","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:216:Status - Success, Protocol - 0x7EDCE1A0, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.17","0","0","539A7928-D5A2-400C-9143-E0EBE0E4F324","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:246:ProtocolId - 1, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.6","0","0","023420E7-5921-4D64-AAC8-4170F25D2103","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with new handle at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:118:Status - Success, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.9","0","0","157E0E28-A05F-4A7E-8DB0-DDA816F72A1A","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:144:Handle - 0x7EF8C200, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.12","0","0","B8798DC8-257F-489E-8C62-3AF5C316B3F3","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:177:Status - Success, HandleBuffer[0] - 0x7EF8C200, Handle - 0x7EF8C200, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.15","0","0","068D699F-A42A-47D0-BBA9-272EF33601FA","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:216:Status - Success, Protocol - 0x7EDCE1A0, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.18","0","0","FE3570B6-A952-4DD0-A57D-45254BDE0504","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:246:ProtocolId - 1, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.7","0","0","04399B4C-D2F8-44FC-A09B-F2B18677724A","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with new handle at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:118:Status - Success, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.10","0","0","16101F58-8FAF-4A15-8298-8560AD1E6C85","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:144:Handle - 0x7EF8C200, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.13","0","0","284345A7-7041-459D-BDAD-A7CC6781DBC2","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:177:Status - Success, HandleBuffer[0] - 0x7EF8C200, Handle - 0x7EF8C200, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.16","0","0","6E72A454-5650-4D1B-9A20-C99B264C73AB","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:216:Status - Success, Protocol - 0x7EDCE1A0, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.19","0","0","202E4F04-65B9-4372-B6F0-C1544B94DF93","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:246:ProtocolId - 1, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.20","0","0","1EFB5778-DF04-4B8E-A3E0-89EE3BC0BFD6","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with existed handle at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:432:Status - Success, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.23","0","0","73619777-3376-4217-A08B-DE5C97B5F2D7","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:466:Status - Success, AllHandles - 0x5C, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.26","0","0","A68CE171-D077-460A-AE94-484AFBA84D3C","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:506:Status - Success, HandleBuffer - 0x7EF8C200, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.29","0","0","69A0C9C5-BE97-4A71-AFB7-A2F5107024F5","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:545:Status - Success, Protocol - 0x7EDCE1A0, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.32","0","0","1333F969-957B-4C96-90AA-0675A16194AA","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_APPLICATION","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:576:ProtocolId - 1, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.21","0","0","F66D17DA-9701-4BB1-823A-DB3BCE93D592","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with existed handle at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:432:Status - Success, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.24","0","0","23AB54A9-8165-4C3F-9218-D22ABA3A09DC","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:466:Status - Success, AllHandles - 0x5C, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.27","0","0","E8AD2040-0241-43FC-99B3-387DA66D089F","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:506:Status - Success, HandleBuffer - 0x7EF8C200, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.30","0","0","44C3605A-0396-4023-92BD-30ABA5599305","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:545:Status - Success, Protocol - 0x7EDCE1A0, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.33","0","0","913CBD44-B381-4F06-BF94-3DA5B07F0DCA","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_CALLBACK","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:576:ProtocolId - 1, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.22","0","0","244FFD78-895D-4924-B4D2-039D78686E47","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with existed handle at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:432:Status - Success, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.25","0","0","5BAC7CBE-62A2-492D-87D9-F2EE466733BA","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_NOTIFY","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:466:Status - Success, AllHandles - 0x5C, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
