"Self Certification Test Report"
"Service\Protocol Name","Total","Failed","Passed"
"BootServicesTest\EventTimerandPriorityServicesTest","34","0","34"
"BootServicesTest\MemoryAllocationServicesTest","102","0","102"
"BootServicesTest\ProtocolHandlerServicesTest","1216","3","1213"
"BootServicesTest\ImageServicesTest","125","1","124"
"BootServicesTest\MiscBootServicesTest","132","3","129"
"RuntimeServicesTest\VariableServicesTest","59","5","54"
"RuntimeServicesTest\TimeServicesTest","46","2","44"
"RuntimeServicesTest\MiscRuntimeServicesTest","12","3","9"
"LoadedImageProtocolTest","1492","0","1492"
"DevicePathProcotols\DevicePathProcotolTest","13","0","13"
"DevicePathProcotols\DevicePathUtilitiesProcotolTest","21","0","21"
"DevicePathProcotols\DevicePathToTextProcotolTest","55","34","21"
"NetworkSupportTest\SimpleNetworkProtocolTest","38","0","38"
"StringServiceTest\UnicodeCollation2ProtocolTest","12","0","12"
"ConsoleSupportTest\SimpleTextInputExProtocolTest","10","0","10"
"ConsoleSupportTest\SimpleInputProtocolTest","4","0","4"
"ConsoleSupportTest\SimpleOutputProtocolTest","66","0","66"
"ConsoleSupportTest\GraphicsOutputProtocolTest","20","2","18"
"GenericTest\EFICompliantTest","35","27","8"
"MediaAccessTest\SimpleFileSystemProtocolTest","161","10","151"
"MediaAccessTest\BlockIOProtocolTest","16","0","16"
"HIITest\HIIDatabaseProtocolTest","22","4","18"
"SecureTechTest\RNGProtocolTest","10","0","10"
"Total service\Protocol","3701","94","3607"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID","Device Path","Logfile Name"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.8","0","0","3E0C0947-29F8-4097-823F-E62A2745E090","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:144:Handle - 0x1B2990B8, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.11","0","0","FFD329D5-37BC-44D0-8374-A75EA679FB2A","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:177:Status - Success, HandleBuffer[0] - 0x1B2990B8, Handle - 0x1B2990B8, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.14","0","0","2327CAF0-A5B4-4234-9D8D-8438CEA486B3","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:216:Status - Success, Protocol - 0xBEFF51F0, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.17","0","0","539A7928-D5A2-400C-9143-E0EBE0E4F324","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:246:ProtocolId - 1, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.6","0","0","023420E7-5921-4D64-AAC8-4170F25D2103","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with new handle at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:118:Status - Success, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.9","0","0","157E0E28-A05F-4A7E-8DB0-DDA816F72A1A","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:144:Handle - 0x1B294C20, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.12","0","0","B8798DC8-257F-489E-8C62-3AF5C316B3F3","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:177:Status - Success, HandleBuffer[0] - 0x1B294C20, Handle - 0x1B294C20, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.15","0","0","068D699F-A42A-47D0-BBA9-272EF33601FA","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:216:Status - Success, Protocol - 0xBEFF51F0, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.18","0","0","FE3570B6-A952-4DD0-A57D-45254BDE0504","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:246:ProtocolId - 1, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.7","0","0","04399B4C-D2F8-44FC-A09B-F2B18677724A","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with new handle at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:118:Status - Success, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.10","0","0","16101F58-8FAF-4A15-8298-8560AD1E6C85","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:144:Handle - 0x1B2920D0, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.13","0","0","284345A7-7041-459D-BDAD-A7CC6781DBC2","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:177:Status - Success, HandleBuffer[0] - 0x1B2920D0, Handle - 0x1B2920D0, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.16","0","0","6E72A454-5650-4D1B-9A20-C99B264C73AB","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:216:Status - Success, Protocol - 0xBEFF51F0, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.19","0","0","202E4F04-65B9-4372-B6F0-C1544B94DF93","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on new handle at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:246:ProtocolId - 1, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.20","0","0","1EFB5778-DF04-4B8E-A3E0-89EE3BC0BFD6","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with existed handle at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:432:Status - Success, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.23","0","0","73619777-3376-4217-A08B-DE5C97B5F2D7","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:466:Status - Success, AllHandles - 0x5D, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.26","0","0","A68CE171-D077-460A-AE94-484AFBA84D3C","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:506:Status - Success, HandleBuffer - 0x1B296250, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.29","0","0","69A0C9C5-BE97-4A71-AFB7-A2F5107024F5","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:545:Status - Success, Protocol - 0xBEFF51F0, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.32","0","0","1333F969-957B-4C96-90AA-0675A16194AA","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:576:ProtocolId - 1, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.21","0","0","F66D17DA-9701-4BB1-823A-DB3BCE93D592","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with existed handle at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:432:Status - Success, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.24","0","0","23AB54A9-8165-4C3F-9218-D22ABA3A09DC","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:466:Status - Success, AllHandles - 0x5D, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.27","0","0","E8AD2040-0241-43FC-99B3-387DA66D089F","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:506:Status - Success, HandleBuffer - 0x1B296250, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.30","0","0","44C3605A-0396-4023-92BD-30ABA5599305","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:545:Status - Success, Protocol - 0xBEFF51F0, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.33","0","0","913CBD44-B381-4F06-BF94-3DA5B07F0DCA","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:576:ProtocolId - 1, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.22","0","0","244FFD78-895D-4924-B4D2-039D78686E47","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with existed handle at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:432:Status - Success, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.25","0","0","5BAC7CBE-62A2-492D-87D9-F2EE466733BA","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:466:Status - Success, AllHandles - 0x5D, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.28","0","0","6AA0B008-C1FF-4355-9834-ABF94D7D4E0D","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:506:Status - Success, HandleBuffer - 0x1B296250, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.31","0","0","5745EDB2-6384-4A6B-BC71-7118FE0F8D48","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:545:Status - Success, Protocol - 0xBEFF51F0, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.34","0","0","F2709409-4C81-4942-A062-DD6159639661","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() installs protocol on existed handle at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:576:ProtocolId - 1, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.35","0","0","46858C39-87F2-444D-8542-48B3EE60DB05","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:754:Status - Success, HandleIndex - 0xA, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.38","0","0","DE9471CF-F547-4940-95BB-B9063254CAA2","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:793:Status - Success, Increased - 10, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.41","0","0","4F7B61E8-0777-479C-B37D-5BABA82A176C","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:833:Status - Success, NoHandles - 10, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.44","0","0","2E596F06-336A-49A7-880E-60D3685A95A4","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:874:Status - Success, HandleIndex - 0, Protocol - 0xBEFF51CC, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.47","0","0","D778B920-E42B-4901-BC2C-78EA91B791E5","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:912:HandleIndex - 0, ProtocolId - 1, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.36","0","0","5470301A-0E58-4616-A0D2-CEA85F6E0B18","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:754:Status - Success, HandleIndex - 0xA, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.39","0","0","CE8725EB-40A8-4CE2-8627-24E3D5FE8B72","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:793:Status - Success, Increased - 10, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.42","0","0","ED0A8A40-641F-4ABF-9C0A-AEA00EEEDEFB","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:833:Status - Success, NoHandles - 10, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.45","0","0","63A6EA07-CD46-40C8-8A02-B336F97D3933","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:874:Status - Success, HandleIndex - 0, Protocol - 0xBEFF51CC, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.48","0","0","F65A7DDE-7E46-47AA-9C88-995B6931248B","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:912:HandleIndex - 0, ProtocolId - 1, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.37","0","0","E7417360-2705-4939-A486-7CD90D514CB0","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:754:Status - Success, HandleIndex - 0xA, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.40","0","0","735826C6-A2B3-457B-8882-3938CBBFF7AD","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:793:Status - Success, Increased - 10, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.43","0","0","3E48A299-11A8-4F73-B6E1-4065F18E6834","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:833:Status - Success, NoHandles - 10, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.46","0","0","6096EFF1-21F0-43CD-B08D-88FF3AD39C28","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:874:Status - Success, HandleIndex - 0, Protocol - 0xBEFF51CC, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.49","0","0","06334E00-03D2-4406-83B9-6653B3418A93","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_NOTIFY","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:912:HandleIndex - 0, ProtocolId - 1, TPL - 16","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.50","0","0","4F229F4E-64DC-4A88-B777-D28DDF33AC39","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1080:Status - Success, ProtocolIndex - 0x5, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.53","0","0","1EB05A66-3DED-440E-A6CF-7205622148E0","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1112:Handle - 0x1B297F50, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.56","0","0","280062C1-1685-4307-95CA-1207382C0DA0","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1148:Status - Success, ProtocolIndex - 0x0, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.59","0","0","6B85ED1E-287D-46D2-A036-7C53FA24AB75","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_APPLICATION","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1190:Status - Success, TPL - 4","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.51","0","0","38DEB65C-F4DB-40C8-9DEA-C0DFF9CC7A73","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1080:Status - Success, ProtocolIndex - 0x5, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.54","0","0","0133559D-4A88-41D0-8B32-6B8724D0CCCB","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1112:Handle - 0x1B2954B0, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.57","0","0","3B119CA5-8C66-4158-B68C-B943819777DC","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1148:Status - Success, ProtocolIndex - 0x0, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
"BootServicesTest\ProtocolHandlerServicesTest","5.1.3.1.60","0","0","71F094CD-53FD-4FF7-95D7-1B8E972692B0","PASS","BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_CALLBACK","SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1190:Status - Success, TPL - 8","0x00010002","EDC7240B-6A14-45D4-937B-A2B62C51127B"
